sf6,o2,chf3,pressure,rf_power,predicted_etch_rate_um_min,predicted_selectivity,predicted_nonuniformity_pct,predicted_anisotropy_auxiliary,nominally_meets_primary_specs,prediction_confidence_state,supported_prediction_confidence_state,inside_design_hull,inside_leverage_envelope,inside_design_region,prediction_leverage,meets_all_primary_specs,grid_row,grid_column
19.5,2.0,12.0,100.0,100.0,0.2810045662878788,5.595629734848483,5.106428977272726,0.8309231155303025,False,rejected,unsupported,False,False,False,0.9113714251893941,False,0,19
20.0,2.0,12.0,100.0,100.0,0.28483636363636367,5.807954545454544,5.134848484848484,0.8308674242424238,False,rejected,unsupported,False,True,False,0.8787878787878788,False,0,20
20.5,2.0,12.0,100.0,100.0,0.28859608143939397,6.020023674242422,5.161353219696968,0.8305609943181814,False,rejected,unsupported,False,True,False,0.8484585464015152,False,0,21
21.0,2.0,12.0,100.0,100.0,0.29228371969696965,6.23183712121212,5.18594318181818,0.8300038257575753,False,rejected,unsupported,False,True,False,0.8202837121212122,False,0,22
21.5,2.0,12.0,100.0,100.0,0.2958992784090909,6.4433948863636346,5.20861837121212,0.8291959185606056,False,rejected,unsupported,False,True,False,0.7941687736742424,False,0,23
22.0,2.0,12.0,100.0,100.0,0.29944275757575756,6.654696969696969,5.229378787878787,0.8281372727272721,False,rejected,unsupported,False,True,False,0.7700242424242425,False,0,24
22.5,2.0,12.0,100.0,100.0,0.3029141571969697,6.865743371212121,5.248224431818181,0.8268278882575752,False,rejected,unsupported,False,True,False,0.7477657433712122,False,0,25
23.0,2.0,12.0,100.0,100.0,0.30631347727272723,7.0765340909090915,5.265155303030302,0.8252677651515146,False,rejected,unsupported,False,True,False,0.7273140151515152,False,0,26
23.5,2.0,12.0,100.0,100.0,0.30964071780303026,7.287069128787879,5.28017140151515,0.8234569034090904,False,rejected,unsupported,False,True,False,0.7085949100378788,False,0,27
24.0,2.0,12.0,100.0,100.0,0.3128958787878787,7.497348484848485,5.2932727272727265,0.8213953030303024,False,rejected,unsupported,False,True,False,0.691539393939394,False,0,28
24.5,2.0,12.0,100.0,100.0,0.31607896022727267,7.707372159090909,5.304459280303028,0.819082964015151,False,rejected,unsupported,False,True,False,0.6760835464015152,False,0,29
25.0,2.0,12.0,100.0,100.0,0.3191899621212121,7.917140151515151,5.313731060606059,0.8165198863636358,False,rejected,unsupported,False,True,False,0.6621685606060607,False,0,30
25.5,2.0,12.0,100.0,100.0,0.3222288844696969,8.126652462121214,5.321088068181816,0.813706070075757,False,rejected,unsupported,False,True,False,0.6497407433712122,False,0,31
26.0,2.0,12.0,100.0,100.0,0.32519572727272716,8.335909090909091,5.326530303030301,0.8106415151515146,False,rejected,unsupported,False,True,False,0.6387515151515153,False,0,32
26.5,2.0,12.0,100.0,100.0,0.328090490530303,8.54491003787879,5.330057765151514,0.8073262215909085,False,uncertain,unsupported,False,True,False,0.6291574100378788,False,0,33
27.0,2.0,12.0,100.0,100.0,0.33091317424242417,8.753655303030303,5.331670454545453,0.8037601893939389,False,uncertain,unsupported,False,True,False,0.6209200757575758,False,0,34
27.5,2.0,12.0,100.0,100.0,0.33366377840909084,8.962144886363639,5.331368371212119,0.7999434185606055,False,uncertain,unsupported,False,True,False,0.6140062736742424,False,0,35
28.0,2.0,12.0,100.0,100.0,0.336342303030303,9.17037878787879,5.329151515151514,0.7958759090909086,False,uncertain,unsupported,False,True,False,0.6083878787878788,False,0,36
